0.9562 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
17.4325 	WARNING 	User requested fullscreen with size [1366  768], but screen is actually [1440, 900]. Using actual size
18.0896 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f86df46ab00>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f86e12a77b8>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
18.0899 	EXP 	window1: mouseVisible = True
18.0899 	EXP 	window1: recordFrameIntervals = False
18.2557 	EXP 	window1: recordFrameIntervals = True
18.4388 	EXP 	window1: recordFrameIntervals = False
18.7734 	EXP 	Created Anleitungstext1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='Anleitungstext1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
18.7735 	EXP 	window1: mouseVisible = True
18.7832 	EXP 	Created Anleitungstext2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='Anleitungstext2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
18.7833 	EXP 	window1: mouseVisible = True
18.8028 	EXP 	Created Cross = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='Kreuz.png', interpolate=True, mask=None, maskParams=None, name='Cross', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.15, 0.1 ]), texRes=128, units='height', win=Window(...))
18.8068 	EXP 	Created bottomRight = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='white.png', interpolate=True, mask=None, maskParams=None, name='bottomRight', opacity=1.0, ori=0.0, pos=array([ 0.6, -0.2]), size=array([0.4 , 0.24]), texRes=512, units='height', win=Window(...))
18.8098 	EXP 	Created topRight = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='white.png', interpolate=True, mask=None, maskParams=None, name='topRight', opacity=1.0, ori=0.0, pos=array([0.6, 0.2]), size=array([0.4 , 0.24]), texRes=512, units='height', win=Window(...))
18.8127 	EXP 	Created bottomLeft = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='white.png', interpolate=True, mask=None, maskParams=None, name='bottomLeft', opacity=1.0, ori=0.0, pos=array([ 0.1, -0.2]), size=array([0.4 , 0.24]), texRes=512, units='height', win=Window(...))
18.8155 	EXP 	Created topLeft = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='white.png', interpolate=True, mask=None, maskParams=None, name='topLeft', opacity=1.0, ori=0.0, pos=array([0.1, 0.2]), size=array([0.4 , 0.24]), texRes=512, units='height', win=Window(...))
18.8198 	EXP 	Created Pfeile = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='Pfeile.png', interpolate=True, mask=None, maskParams=None, name='Pfeile', opacity=1.0, ori=45.0, pos=array([0.35, 0.  ]), size=array([0.315, 0.191]), texRes=512, units='height', win=Window(...))
18.8199 	EXP 	window1: mouseVisible = True
18.8231 	EXP 	Created Stim_Background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image='white.png', interpolate=True, mask=None, maskParams=None, name='Stim_Background', opacity=1.0, ori=0.0, pos=array([-0.5,  0. ]), size=array([0.4 , 0.24]), texRes=512, units='height', win=Window(...))
